-9.1	0.04
-9	0.03
-8.9	0.02
-8.8	0.02
-8.7	0.01
-8.6	0
-8.5	0
-8.4	0.01
-8.3	0.01
-8.2	0.02
-8.1	0.02
-8	0.03
-7.9	0.06
-7.8	0.07
-7.7	0.09
-7.6	0.11
-7.5	0.13
-7.4	0.15
-7.3	0.18
-7.2	0.18
-7.1	0.19
-7	0.2
-6.9	0.19
-6.8	0.19
-6.7	0.17
-6.6	0.16
-6.5	0.13
-6.4	0.1
-6.3	0.08
-6.2	0.07
-6.1	0.06
-6	0.04
-5.9	0.03
-5.8	0.02
-5.7	0.02
-5.6	0.03
-5.5	0.04
-5.4	0.07
-5.3	0.11
-5.2	0.16
-5.1	0.21
-5	0.27
-4.9	0.35
-4.8	0.44
-4.7	0.52
-4.6	0.6
-4.5	0.66
-4.4	0.73
-4.3	0.77
-4.2	0.8
-4.1	0.82
-4	0.81
-3.9	0.77
-3.8	0.7
-3.7	0.62
-3.6	0.53
-3.5	0.44
-3.4	0.34
-3.3	0.25
-3.2	0.22
-3.1	0.18
-3	0.17
-2.9	0.2
-2.8	0.3
-2.7	0.45
-2.6	0.75
-2.5	1.1
-2.4	1.61
-2.3	2.45
-2.2	3.15
-2.1	3.91
-2	4.98
-1.9	6.7
-1.8	7.95
-1.7	9.65
-1.6	11.52
-1.5	13.27
-1.4	15.4
-1.3	18.12
-1.2	20.07
-1.1	21.66
-1	23.86
-0.9	25.73
-0.8	27.57
-0.7	29.58
-0.6	31.78
-0.5	33
-0.4	34.22
-0.3	35.27
-0.2	35.99
-0.1	36.59
0	36.8
0	36.76
0.1	35.4
0.2	34.5
0.3	33.64
0.4	32.8
0.5	31.73
0.6	30.28
0.7	29.18
0.8	27.56
0.9	25.07
1	22.7
1.1	20.01
1.2	17.63
1.3	15.73
1.4	14.27
1.5	12.36
1.6	10.37
1.7	8.85
1.8	7.76
1.9	5.93
2	4.43
2.1	3.32
2.2	2.37
2.3	1.73
2.4	1.32
2.5	0.8
2.6	0.44
2.7	0.29
2.8	0.21
2.9	0.15
3	0.15
3.1	0.2
3.2	0.27
3.3	0.36
3.4	0.47
3.5	0.62
3.6	0.75
3.7	0.85
3.8	0.92
3.9	0.98
4	1.01
4.1	1.01
4.2	0.97
4.3	0.93
4.4	0.9
4.5	0.82
4.6	0.72
4.7	0.64
4.8	0.58
4.9	0.45
5	0.35
5.1	0.24
5.2	0.17
5.3	0.12
5.4	0.08
5.5	0.05
5.6	0.02
5.7	0.02
5.8	0.02
5.9	0.02
6	0.03
6.1	0.05
6.2	0.07
6.3	0.1
6.4	0.13
6.5	0.17
6.6	0.2
6.7	0.21
6.8	0.23
6.9	0.24
7	0.24
7.1	0.23
7.2	0.22
7.3	0.2
7.4	0.19
7.5	0.16
7.6	0.13
7.7	0.12
7.8	0.1
7.9	0.08
8	0.05
8.1	0.04
8.2	0.03
8.3	0.03
8.4	0.02
8.5	0.01
